,expectedElevation,measuredElevation,elevationCalculatedAngle1,times_x,nasmyth2CalculatedAngle,times_y,position0,position1,position2,position3,position4,imageName,requestedExposureTime,additionalKeys,additionalValues,reportedPosition0,reportedPosition1,reportedPosition2,reportedPosition3,reportedPosition4,reportedPosition5,m1_tip,m1_tilt,m1_piston,m1_y_pos,m1_x_pos,xcentroid,ycentroid
2021-07-08 07:32:53.069000+00:00,28.69226401805515,28.704208285278206,28.703513948537875,1625729535.9997153,-2.840952640020987,1625729536.0677145,-1.036,0.515,-21.633,0.478,9.03,AT_O_20210707_000493,5.0,groupId:imageType,2021-07-08T07\:32\:40.324:OBJECT,-2.49773072151,2.38066887513,-1.42948368265,0.349999325788,0.219998855012,1.95537751344e-06,-0.6650917325287604,-91.82737719563818,0.26148173043295797,0.09651115979519626,0.11620731485544054,1585.3950204508956,2332.837202742977
2021-07-08 07:35:14.118000+00:00,28.697308071273024,28.708938648961777,28.70782515249448,1625729677.1013246,-3.4168229155184235,1625729677.111328,-1.036,0.515,-21.633,0.478,9.03,AT_O_20210707_000496,5.0,groupId:imageType,2021-07-08T07\:35\:01.379:OBJECT,-2.51097331106,2.33383192142,-1.42866083265,0.349999879288,0.219999446599,-6.0601210419e-07,-0.6650917325287604,-91.82737719563818,0.26148173043295797,0.09651115979519626,0.11620731485544054,1525.4052178429417,2374.316575349911
2021-07-08 07:37:36.090000+00:00,28.702540592462558,28.71460862859232,28.712710796215106,1625729819.001939,-3.9952406190277543,1625729819.081946,-1.036,0.515,-21.633,0.478,9.03,AT_O_20210707_000499,5.0,groupId:imageType,2021-07-08T07\:37\:23.329:OBJECT,-2.47338184462,2.34054670321,-1.42507473497,0.349999936668,0.219999134169,1.28269931868e-07,-0.6650917325287604,-91.82737719563818,0.26148173043295797,0.09651115979519626,0.11620731485544054,1525.3103915151619,2402.3173718121443
2021-07-08 08:04:41.440000+00:00,28.774150122896163,28.78505663664925,28.78196140966611,1625731444.4120343,-10.61114183589234,1625731444.4390423,-1.035,0.517,-21.635,0.484,,AT_O_20210707_000506,5.0,groupId:imageType,2021-07-08T08\:04\:28.686:OBJECT,-2.53421748855,2.38634556232,-1.43497604149,0.349999544205,0.220000599832,4.43114440878e-07,,,,0.09749596754820856,0.11817693036146495,1388.0708750442113,2609.351368815848
2021-07-08 08:10:48.336000+00:00,30.72387433265085,30.835337915605372,30.659016428806353,1625731811.3196466,-59.889993434393546,1625731811.3306382,-1.02,0.525,-21.632,0.504,,AT_O_20210707_000510,1.0,groupId:imageType,2021-07-08T08\:10\:44.576:ENGTEST,-2.5115057329,2.36252013664,-1.44417235672,0.350000443837,0.220000390235,9.38476596288e-08,,,,0.1122680838433916,0.12605539238556263,3460.3553281484474,1556.692024775923
2021-07-08 08:11:55.453000+00:00,50.03331271930012,50.091043683056554,50.18473005136184,1625731878.4099314,-39.706459333741805,1625731878.4509356,-1.037,0.51,-21.685,0.1,,AT_O_20210707_000512,1.0,groupId:imageType,2021-07-08T08\:11\:51.710:ENGTEST,-3.67105579673,2.17584470628,-1.28093067136,0.349999783485,0.220000705821,-7.6680908215e-07,,,,0.09552635204218415,0.1112832760903795,2097.33637955278,1898.8741065115325
2021-07-08 08:12:58.144000+00:00,31.26945993557938,31.388099211098805,31.687954722263385,1625731941.1102023,-57.88569643125811,1625731941.1432111,-1.028,0.512,-21.63,0.513,,AT_O_20210707_000514,1.0,groupId:imageType,2021-07-08T08\:12\:54.409:ENGTEST,-2.50675954691,2.35185234269,-1.4468727959,0.35000215828,0.219999616104,-1.22275920934e-06,,,,0.10438962181929393,0.1132528915964039,3067.626581318207,2230.1383498171576
2021-07-08 08:18:27.449000+00:00,50.2979003548811,50.3438633174638,50.3832398935192,1625732270.4016416,-39.394826432311675,1625732270.4476454,-1.045,0.501,-21.683,0.115,,AT_O_20210707_000516,1.0,groupId:imageType,2021-07-08T08\:18\:23.712:ENGTEST,-3.68641963884,2.17803826007,-1.27835509506,0.349999482122,0.219999765161,1.10349732822e-06,,,,0.08764789001808648,0.10242000631326961,2110.6873436034743,1892.344557091493
2021-07-08 08:19:40.702000+00:00,60.36962665863034,60.43151913548622,60.548652915560524,1625732343.701958,-29.407336404168746,1625732343.6989567,-1.062,0.481,-21.686,0.095,,AT_O_20210707_000518,1.0,groupId:imageType,2021-07-08T08\:19\:36.959:ENGTEST,-3.89418608847,2.26735536359,-1.24556536691,0.350000311789,0.220000936698,8.03676097122e-07,,,,0.07090615821687882,0.08272385125302543,2109.9334271460884,1890.4840933828123
2021-07-08 08:20:39.197000+00:00,51.730426629959005,51.797931538022304,51.937391815983574,1625732402.1122067,-38.08302930519858,1625732402.191209,-1.066,0.485,-21.685,0.1,,AT_O_20210707_000520,1.0,groupId:imageType,2021-07-08T08\:20\:35.464:ENGTEST,-3.76383727972,2.19141866764,-1.26538196951,0.350001034109,0.220000372412,-3.75751170252e-07,,,,0.06696692720482998,0.08666308226507427,2110.4193811764594,1908.2231134786427
2021-07-08 08:21:55.442000+00:00,53.46848218669158,53.54910277818699,53.70494833429984,1625732478.4125347,-36.60139939709916,1625732478.4415326,-1.066,0.485,-21.687,0.095,,AT_O_20210707_000522,1.0,groupId:imageType,2021-07-08T08\:21\:51.708:ENGTEST,-3.83388112661,2.20859408393,-1.25372897543,0.350000203067,0.219998391201,2.30834931916e-06,,,,0.06696692720482998,0.08666308226507427,2105.993234254186,1875.8838516396813
2021-07-08 08:22:51.602000+00:00,63.952438358080066,64.03274238886247,62.95849522789649,1625732534.513778,-28.117478182160994,1625732534.592777,-1.076,0.469,-21.686,0.096,,AT_O_20210707_000524,1.0,groupId:imageType,2021-07-08T08\:22\:47.860:ENGTEST,-3.83637275919,2.28052861225,-1.25693673476,0.350000364262,0.219999940211,2.14056507474e-07,,,,0.0571188496747079,0.07090615821687893,2111.4069648229856,1876.9441625745342
2021-07-08 08:23:45.641000+00:00,73.6801879271922,73.76137657004871,73.15886369187501,1625732588.614011,-17.836176296317717,1625732588.6330087,-1.126,0.441,-21.684,0.098,,AT_O_20210707_000526,1.0,groupId:imageType,2021-07-08T08\:23\:41.910:ENGTEST,-3.68124630071,2.24736590004,-1.28580348768,0.349999786225,0.219999477102,-1.41543687472e-06,,,,0.007878462024097671,0.043331541132537135,2112.8002496543404,1872.7173650291304
