,expectedElevation,measuredElevation,elevationCalculatedAngle1,times_x,nasmyth2CalculatedAngle,times_y,position0,position1,position2,position3,position4,imageName,requestedExposureTime,additionalKeys,additionalValues,reportedPosition0,reportedPosition1,reportedPosition2,reportedPosition3,reportedPosition4,reportedPosition5,m1_tip,m1_tilt,m1_piston,m1_y_pos,m1_x_pos,xcentroid,ycentroid
2021-07-08 08:25:01.681000+00:00,56.21173256129414,56.34116473194131,56.36302327951125,1625732664.6143394,-34.05437103434815,1625732664.673339,-1.102,0.462,-21.685,0.097,,AT_O_20210707_000528,1.0,groupId:imageType,2021-07-08T08\:24\:57.958:ENGTEST,-3.89602219625,2.23560481036,-1.24378406412,0.349999350145,0.220000103562,1.54735441587e-07,,,,0.03151384809639047,0.06401250394579353,1962.1742485171228,2135.8757229762473
2021-07-08 08:26:09.457000+00:00,66.60691513510024,66.67613221697658,66.69869443615607,1625732732.4146326,-23.83695444985642,1625732732.453637,-1.101,0.458,-21.687,0.096,,AT_O_20210707_000530,1.0,groupId:imageType,2021-07-08T08\:26\:05.709:ENGTEST,-3.7832531134,2.28074457403,-1.26702031011,0.350001726922,0.220001137052,-7.65171464765e-07,,,,0.032498655849402786,0.06007327293374469,2109.794346754147,1879.6710452057944
2021-07-08 08:27:21.337000+00:00,56.464023304431166,56.5203574671714,56.47707170089416,1625732804.3159451,-33.76643410847464,1625732804.335945,-1.099,0.466,-21.686,0.097,,AT_O_20210707_000532,1.0,groupId:imageType,2021-07-08T08\:27\:17.609:ENGTEST,-3.8976210868,2.23687392274,-1.24355134148,0.350000826649,0.220001217674,9.44825423872e-07,,,,0.0344682713554272,0.06795173495784236,2111.2102446470412,1890.5906333352154
2021-07-08 08:28:37.392000+00:00,80.77601749917638,80.81884193652503,80.71992820341256,1625732880.31727,-9.022416909763706,1625732880.389275,-1.19,0.425,-21.683,0.1,,AT_O_20210707_000534,1.0,groupId:imageType,2021-07-08T08\:28\:33.665:ENGTEST,-3.68767619307,2.19624157644,-1.28390601784,0.35000146627,0.220000604009,2.21515240838e-06,,,,-0.0551492341686837,0.027574617084341793,2120.383304434627,1883.0018341849002
2021-07-08 08:29:31.262000+00:00,71.50035841960198,71.62251276615113,71.70112109024194,1625732934.217504,-16.860018511855742,1625732934.2595112,-1.173,0.425,-21.684,0.1,,AT_O_20210707_000536,1.0,groupId:imageType,2021-07-08T08\:29\:27.522:ENGTEST,-3.70194378149,2.2623170567,-1.28210827161,0.350000305419,0.220000531052,4.56196554253e-07,,,,-0.038407502367476254,0.027574617084341793,1877.714594405755,2080.813250838282
2021-07-08 08:30:25.609000+00:00,59.37087194389655,59.41018200306311,60.86212044795684,1625732988.5187404,-27.726926421368262,1625732988.601735,-1.117,0.455,-21.684,0.097,,AT_O_20210707_000538,1.0,groupId:imageType,2021-07-08T08\:30\:21.866:ENGTEST,-3.90363264998,2.26040987556,-1.24351445194,0.349999403832,0.220002106645,1.09304494198e-06,,,,0.016741731801207443,0.05711884967470806,2111.9794436164993,1886.2935440610331
2021-07-08 08:31:47.045000+00:00,62.469519019296996,62.503824110669,62.432649044596474,1625733070.01909,-27.28737941905274,1625733070.0430934,-1.116,0.455,-21.685,0.097,,AT_O_20210707_000540,1.0,groupId:imageType,2021-07-08T08\:31\:43.311:ENGTEST,-3.866120073,2.27645481319,-1.25118016327,0.350001202465,0.219998980236,-4.48216113506e-07,,,,0.01772653955421954,0.05711884967470806,2114.3496916545128,1897.058667678553
2021-07-08 08:32:47.938000+00:00,73.79941612107885,73.83855685504497,73.79781371194986,1625733130.9193563,-15.431044390046736,1625733130.9333563,-1.134,0.438,-21.687,0.098,,AT_O_20210707_000542,1.0,groupId:imageType,2021-07-08T08\:32\:44.208:ENGTEST,-3.68238281096,2.24861731465,-1.28560580468,0.349999681977,0.220000672694,-1.12567057766e-06,,,,0.0,0.04037711787350051,2118.3097368419035,1894.4233997740353
2021-07-08 08:43:58.182000+00:00,28.84177747048853,28.95956655440914,28.945656178810168,1625733801.1142511,-61.148682599523454,1625733801.1752577,-1.035,0.512,-21.63,0.502,,AT_O_20210707_000546,1.0,groupId:imageType,2021-07-08T08\:43\:54.457:ENGTEST,-2.53205961919,2.38500834552,-1.43579962907,0.349999208825,0.219999332103,-9.78488642888e-07,,,,0.09749596754820856,0.1132528915964039,1929.8695044169883,1909.164519081453
2021-07-08 08:44:56.738000+00:00,35.72129215289925,35.82813457506113,35.86848816118436,1625733859.7145119,-54.05813700481667,1625733859.736511,-1.033,0.514,-21.64,0.449,,AT_O_20210707_000548,1.0,groupId:imageType,2021-07-08T08\:44\:53.011:ENGTEST,-2.57695619091,2.25311011872,-1.44984365514,0.350000782235,0.21999984189,2.56310388556e-06,,,,0.09946558305423299,0.11522250710242833,1292.2668200969556,2655.835459627188
2021-07-08 08:56:26.253000+00:00,29.60155692267647,29.765018946244012,29.74354407034116,1625734549.1695015,-60.173352053025155,1625734549.2494984,-1.033,0.514,-21.631,0.508,,AT_O_20210707_000555,1.0,groupId:imageType,2021-07-08T08\:56\:22.524:ENGTEST,-2.52305486474,2.3775416155,-1.43922088207,0.349999744115,0.219998540077,1.46732657876e-07,,,,0.09946558305423299,0.11522250710242833,1931.5516682355255,1911.1335776762674
