,intra,extra,inFocus2s,inFocus20s,inFocusExpTime2s,inFocusExpTime20s,inFocustimestampEndOfReadout,intraExtratimestampAcquisitionStart,intraExtratimestampEndOfReadout,rot_pos,el,az,x,y,z,u,v,w,m1,zern_defocus_nm,zern_astig_oblique_nm,zern_astig_vertical_nm,zern_coma_vertical_nm,zern_coma_horizontal_nm,zern_trefoil_vertical_nm,zern_trefoil_oblique_nm,zern_spherical_nm,position0,position1,position2,position3,position5,m1_tip,m1_tilt,m1_piston,m1_y_pos,m1_x_pos
2021-08-17 23:34:44.513000+00:00,AT_O_20210817_000154,AT_O_20210817_000155,AT_O_20210817_000156,AT_O_20210817_000157,2,15,1629243565.963257,1629243261.877756,1629243311.68681,5.406749636686,39.08311410984257,38.84912250760623,-3.94138242933,2.2630966805,-1.17751668682,0.349999964671,0.21999981182,-1.58991913669e-07,67162.5119602051,-8.608400806206586,-124.8877346061456,-32.24137271757325,9.585381543082756,-0.919817117790827,34.0467497868983,10.51194238861004,10.304609273025882,0.04,0.12,0.085,11.872,4.967,-0.0,-0.0,0.0,0.0,0.0
2021-08-17 23:52:31.762000+00:00,AT_O_20210817_000167,AT_O_20210817_000168,AT_O_20210817_000169,AT_O_20210817_000170,2,15,1629244530.0174458,1629244329.1141143,1629244379.771339,4.151473041892328,47.17137543260241,41.60641534346688,-4.04215686917,2.22242358848,-1.18968310255,0.350000174732,0.220000174923,1.42164615836e-07,80989.82184350585,24.15800780523328,-92.58072385510528,-65.63009341431926,3.681282722107678,-10.90749703583061,1.793906295395748,40.12479368126282,4.774928664925188,0.03,0.119,0.083,11.872,4.966,0.21460389417337802,-0.45986548751417033,-0.000999256837098508,-0.009848077530122082,-0.0009848077530122089
2021-08-18 00:09:14.384000+00:00,AT_O_20210817_000179,AT_O_20210817_000180,AT_O_20210817_000181,AT_O_20210817_000182,2,15,1629245580.7577689,1629245331.7347589,1629245381.9353628,5.159839989995817,58.56070650657348,40.64021193210326,-4.05840512037,2.27997703916,-1.2190039794,0.35000039398,0.220000760167,-1.61055401286e-06,98393.1151604004,26.47030417199482,-103.83492132198974,-117.06222770990348,15.43687267196118,-5.685439769956021,1.1961698985774714,17.251985877736495,2.9355362766174298,0.005,0.108,0.083,11.873,4.957,2.8471985554600194,0.4854736832893703,-0.0036674512135414163,-0.03446827135542729,-0.011817693036146493
2021-08-18 00:17:20.664000+00:00,AT_O_20210817_000184,AT_O_20210817_000185,AT_O_20210817_000186,AT_O_20210817_000187,2,15,1629246058.0598023,1629245818.028772,1629245868.6990917,1.6074848359575673,65.48222858782039,43.31077496778687,-3.96262083697,2.2893402362,-1.23305147827,0.350000761701,0.220000159721,4.65664624799e-07,107133.6458413086,-37.15835459874518,-83.25409781354136,-121.68097645304786,17.981510162557964,4.126407552541897,-3.7664363218301258,-3.3007455186658525,3.134423166579458,-0.028,0.087,0.084,11.874,4.952,4.442120269300036,1.227750681946599,-0.004668650765894614,-0.06696692720483015,-0.03249865584940287
2021-08-18 00:23:46.573000+00:00,AT_O_20210817_000189,AT_O_20210817_000190,AT_O_20210817_000191,AT_O_20210817_000192,2,15,1629246401.4965065,1629246203.9334714,1629246254.1032808,0.8566024176758947,70.14675284762866,42.96561501448043,-3.94808677072,2.3643629035,-1.23822552628,0.350000302624,0.219999891661,0.0,112041.04645684936,-1.303129781681633,-69.77802951681507,-147.3304314693333,-17.604623392933142,-3.4982477565639614,20.701457100925765,16.66510151503247,7.245182802011974,-0.057,0.07,0.086,11.877,4.948,6.277254072343379,1.8019513533847191,-0.0043362453661602235,-0.09552635204218418,-0.04924038765061039
2021-08-18 00:42:57.649000+00:00,AT_O_20210817_000203,AT_O_20210817_000204,AT_O_20210817_000205,AT_O_20210817_000206,2,15,1629247649.8216395,1629247355.0001736,1629247405.129212,13.20909261321649,79.27125245172705,31.74922523026093,-3.75391479402,2.2816320777,-1.26790784282,0.3499998003475,0.220000513615,-4.57172633968e-07,119577.79549707028,25.247510479900612,-105.55956713842713,-75.44933364517084,10.69173281760161,-6.847220857743509,30.145284898550763,2.4941247571235694,0.47948750466086,-0.132,0.041,0.09,11.881,4.941,9.201277211144998,3.1627925174130835,-0.00400511121214223,-0.1693869335180998,-0.07779981248796441
2021-08-18 00:55:10.568000+00:00,AT_O_20210817_000211,AT_O_20210817_000212,AT_O_20210817_000213,AT_O_20210817_000214,2,15,1629248258.1283202,1629248087.9335177,1629248138.1328588,10.743975641505967,84.31864982683328,31.205404571935944,-3.62018404348,2.16646616329,-1.27285550254,0.350000678769,0.220000346284,2.27251432722e-07,121604.82113922712,10.286938782960137,-64.56324026850479,-133.87420225311382,-13.914697339586771,-4.664191342625993,40.846975141809,17.305015691335974,-0.1403162935869792,-0.244,0.007,0.091,11.882,4.937,10.530378636720835,3.781356682796596,-0.0046727775057703,-0.27968540185546703,-0.1112832760903795
2021-08-18 01:15:45.913000+00:00,AT_O_20210817_000216,AT_O_20210817_000217,AT_O_20210817_000218,AT_O_20210817_000219,2,2,1629250053.5201902,1629249323.2753546,1629249373.307562,2.8566901497554498,75.41889221210208,18.668812663602,-3.49650163064,2.09989572254,-1.27927303056,0.34999928057,0.22,8.19728463775e-07,116811.43295971678,-77.40368964784574,-39.67708684054192,-102.47889689837082,20.080476353376525,29.67172091350368,19.997084886521463,33.993338707171986,2.593894292824146,-0.172,0.024,0.09,11.883,4.948,7.820959393327853,1.9606500314161157,-0.0010031684968874652,-0.2087792436385881,-0.09454154428917197
2021-08-18 01:30:52.176000+00:00,AT_O_20210817_000222,AT_O_20210817_000223,AT_O_20210817_000224,AT_O_20210817_000225,2,15,1629250548.820238,1629250229.5422647,1629250279.5717604,16.470217717348422,76.06638965446648,4.198021442160535,-3.61601623746,2.12454407937,-1.26782063494,0.349999400824,0.219999662906,-7.91084977191e-08,117451.08354565428,3.819211000296797,-71.16974998316529,-41.7493106322549,15.000050298359126,10.253019854685318,18.469286130519627,11.095636202922265,4.660992479544152,-0.173,0.024,0.09,11.883,4.948,7.820959393327853,1.9606500314161157,-0.0010031684968874652,-0.20976405139160031,-0.09454154428917197
2021-08-18 01:42:35.081000+00:00,AT_O_20210817_000229,AT_O_20210817_000230,AT_O_20210817_000231,AT_O_20210817_000232,2,15,1629251188.6569867,1629250932.4416556,1629250983.0175316,2.4880852155410684,65.91622209390248,43.62283777122502,-3.78038147615,2.24375120356,-1.24821348832,0.350000151283,0.219999614458,1.41748404666e-09,107651.61759081075,-15.4565305860266,-23.40053877435852,-93.99139507285835,19.22748802526969,5.972395917192209,3.783047778734868,27.19029300621266,12.615147152485193,-0.107,0.066,0.092,11.882,4.955,5.771221697101913,1.8463148474711277,0.001663682940477094,-0.14476673969279458,-0.053179618662659224
